date,close,nn_prob
2021-07-22,435.46,0.203966
2021-07-23,439.94,0.057445
2021-07-26,441.02,0.08098
2021-07-27,439.01,0.062008
2021-07-28,438.83,0.071502
2021-07-29,440.65,0.04929
2021-07-30,438.51,0.062631
2021-08-02,437.59,0.090973
2021-08-03,441.15,0.02093
2021-08-04,438.98,0.052907
2021-08-05,441.76,0.041619
2021-08-06,442.49,0.032389
2021-08-09,442.13,0.044128
2021-08-10,442.68,0.040888
2021-08-11,443.78,0.027009
2021-08-12,445.11,0.029061
2021-08-13,445.92,0.032553
2021-08-16,446.97,0.011116
2021-08-17,444.04,0.007593
2021-08-18,439.18,0.031562
2021-08-19,439.86,0.015729
2021-08-20,443.36,0.021399
2021-08-23,447.26,0.026466
2021-08-24,447.97,0.047435
2021-08-25,448.91,0.044609
2021-08-26,446.26,0.0831
2021-08-27,450.25,0.017859
2021-08-30,452.23,0.073121
2021-08-31,451.56,0.114438
2021-09-01,451.8,0.122012
2021-09-02,453.19,0.106362
2021-09-03,453.08,0.084632
2021-09-07,451.46,0.272193
2021-09-08,450.91,0.268916
2021-09-09,448.98,0.431063
2021-09-10,445.44,0.250672
2021-09-13,446.58,0.210147
2021-09-14,444.17,0.252971
2021-09-15,447.88,0.241977
2021-09-16,447.17,0.354236
2021-09-17,441.4,0.126016
2021-09-20,434.04,0.05269
2021-09-21,433.63,0.227694
2021-09-22,437.86,0.171655
2021-09-23,443.18,0.387054
2021-09-24,443.91,0.620514
2021-09-27,442.64,0.609834
2021-09-28,433.72,0.14446
2021-09-29,434.45,0.339754
2021-09-30,429.14,0.093153
2021-10-01,434.24,0.083069
2021-10-04,428.64,0.106403
2021-10-05,433.1,0.155284
2021-10-06,434.9,0.089015
2021-10-07,438.66,0.341997
2021-10-08,437.86,0.254091
2021-10-11,434.69,0.393777
2021-10-12,433.62,0.344816
2021-10-13,435.18,0.156621
2021-10-14,442.5,0.074571
2021-10-15,445.87,0.057778
2021-10-18,447.19,0.069458
2021-10-19,450.64,0.028266
2021-10-20,452.41,0.020858
2021-10-21,453.59,0.021157
2021-10-22,453.12,0.020359
2021-10-25,455.55,0.016187
2021-10-26,455.96,0.028892
2021-10-27,453.94,0.015602
2021-10-28,458.32,0.030811
2021-10-29,459.25,0.009603
2021-11-01,460.04,0.020901
2021-11-02,461.9,0.023729
2021-11-03,464.72,0.015915
2021-11-04,466.91,0.012846
2021-11-05,468.53,0.007319
2021-11-08,468.93,0.020121
2021-11-09,467.38,0.035464
2021-11-10,463.62,0.033653
2021-11-11,463.77,0.156192
2021-11-12,467.27,0.031281
2021-11-15,467.43,0.06667
2021-11-16,469.28,0.04772
2021-11-17,468.14,0.118368
2021-11-18,469.73,0.130698
2021-11-19,468.89,0.218237
2021-11-22,467.57,0.259173
2021-11-23,468.19,0.279262
2021-11-24,469.44,0.277829
2021-11-26,458.97,0.197264
2021-11-29,464.6,0.311926
2021-11-30,455.56,0.137022
2021-12-01,450.5,0.19225
2021-12-02,457.4,0.160668
2021-12-03,453.42,0.28764
2021-12-06,458.79,0.442745
2021-12-07,468.28,0.453933
2021-12-08,469.52,0.71146
2021-12-09,466.35,0.736606
2021-12-10,470.74,0.690452
2021-12-13,466.57,0.615878
2021-12-14,463.36,0.615826
2021-12-15,470.6,0.126222
2021-12-16,466.45,0.319774
2021-12-17,459.87,0.162931
2021-12-20,454.98,0.187406
2021-12-21,463.06,0.247114
2021-12-22,467.69,0.291544
2021-12-23,470.6,0.142858
2021-12-27,477.26,0.192238
2021-12-28,476.87,0.223733
2021-12-29,477.48,0.192599
2021-12-30,476.16,0.202114
2021-12-31,474.96,0.148298
2022-01-03,477.71,0.136121
2022-01-04,477.55,0.094181
2022-01-05,468.38,0.148854
2022-01-06,467.94,0.19294
2022-01-07,466.09,0.32669
2022-01-10,465.51,0.171899
2022-01-11,469.75,0.430726
2022-01-12,471.02,0.427803
2022-01-13,464.53,0.581009
2022-01-14,464.72,0.507102
2022-01-18,456.49,0.57623
2022-01-19,451.75,0.559563
2022-01-20,446.75,0.452532
2022-01-21,437.98,0.113285
2022-01-24,439.84,0.023521
2022-01-25,434.47,0.126606
2022-01-26,433.38,0.042845
2022-01-27,431.24,0.097799
2022-01-28,441.95,0.08708
2022-01-31,449.91,0.265522
2022-02-01,452.95,0.565874
2022-02-02,457.35,0.626598
2022-02-03,446.6,0.6712
2022-02-04,448.7,0.701736
2022-02-07,447.26,0.666574
2022-02-08,450.94,0.538076
2022-02-09,457.54,0.43898
2022-02-10,449.32,0.385479
2022-02-11,440.46,0.343835
2022-02-14,439.02,0.246783
2022-02-15,446.1,0.342209
2022-02-16,446.6,0.43904
2022-02-17,437.06,0.508169
2022-02-18,434.23,0.194008
2022-02-22,429.57,0.176468
2022-02-23,421.95,0.265689
2022-02-24,428.3,0.030783
2022-02-25,437.75,0.174773
2022-02-28,436.63,0.163457
2022-03-01,429.98,0.155812
2022-03-02,437.89,0.169301
2022-03-03,435.71,0.307311
2022-03-04,432.17,0.278296
2022-03-07,419.43,0.337179
2022-03-08,416.25,0.111233
2022-03-09,427.41,0.145948
2022-03-10,425.48,0.214568
2022-03-11,420.07,0.205291
2022-03-14,417.0,0.1542
2022-03-15,426.17,0.124838
2022-03-16,435.62,0.046913
2022-03-17,441.07,0.117311
2022-03-18,444.52,0.157839
2022-03-21,444.39,0.188318
2022-03-22,449.59,0.163625
2022-03-23,443.8,0.281607
2022-03-24,450.49,0.175874
2022-03-25,452.69,0.131141
2022-03-28,455.91,0.132319
2022-03-29,461.55,0.207172
2022-03-30,458.7,0.247961
2022-03-31,451.64,0.197457
2022-04-01,452.92,0.298646
2022-04-04,456.8,0.218478
2022-04-05,451.03,0.425405
2022-04-06,446.52,0.232698
2022-04-07,448.77,0.279326
2022-04-08,447.57,0.38401
2022-04-11,439.92,0.512716
2022-04-12,438.29,0.422466
2022-04-13,443.31,0.265178
2022-04-14,437.79,0.213869
2022-04-18,437.97,0.319569
2022-04-19,445.04,0.237642
2022-04-20,444.71,0.357777
2022-04-21,438.06,0.433028
2022-04-22,426.04,0.356891
2022-04-25,428.51,0.199541
2022-04-26,416.1,0.748202
2022-04-27,417.27,0.236911
2022-04-28,427.81,0.233089
2022-04-29,412.0,0.632189
2022-05-02,414.48,0.255825
2022-05-03,416.38,0.650909
2022-05-04,429.06,0.263011
2022-05-05,413.81,0.597446
2022-05-06,411.34,0.50648
2022-05-09,398.17,0.698729
2022-05-10,399.09,0.403429
2022-05-11,392.75,0.483491
2022-05-12,392.34,0.152937
2022-05-13,401.72,0.165993
2022-05-16,400.09,0.379033
2022-05-17,408.32,0.381183
2022-05-18,391.86,0.302661
2022-05-19,389.46,0.184285
2022-05-20,389.63,0.091574
2022-05-23,396.92,0.139078
2022-05-24,393.89,0.143839
2022-05-25,397.37,0.115966
2022-05-26,405.31,0.101113
2022-05-27,415.26,0.120192
2022-05-31,412.93,0.253606
2022-06-01,409.59,0.368878
2022-06-02,417.39,0.339362
2022-06-03,410.54,0.391074
2022-06-06,411.79,0.412114
2022-06-07,415.74,0.273605
2022-06-08,411.22,0.333045
2022-06-09,401.44,0.558601
2022-06-10,389.8,0.392535
2022-06-13,375.0,0.41107
2022-06-14,373.87,0.276147
2022-06-15,379.2,0.057835
2022-06-16,366.65,0.211274
2022-06-17,365.86,0.08575
2022-06-21,375.07,0.126103
2022-06-22,374.39,0.08817
2022-06-23,378.06,0.149129
2022-06-24,390.08,0.15053
2022-06-27,388.59,0.367941
2022-06-28,380.65,0.259342
2022-06-29,380.34,0.416375
2022-06-30,377.25,0.115313
2022-07-01,381.24,0.132498
2022-07-05,381.96,0.119362
2022-07-06,383.25,0.153209
2022-07-07,388.99,0.233886
2022-07-08,388.67,0.203475
2022-07-11,384.23,0.363332
2022-07-12,380.83,0.337028
2022-07-13,378.83,0.213339
2022-07-14,377.91,0.173593
2022-07-15,385.13,0.076851
2022-07-18,381.95,0.325764
2022-07-19,392.27,0.086788
2022-07-20,394.77,0.163606
2022-07-21,398.79,0.183711
2022-07-22,395.09,0.281375
2022-07-25,395.57,0.208791
2022-07-26,390.89,0.404126
2022-07-27,401.04,0.068068
2022-07-28,406.07,0.189123
2022-07-29,411.99,0.139353
2022-08-01,410.77,0.255302
2022-08-02,408.06,0.322357
2022-08-03,414.45,0.240959
2022-08-04,414.17,0.222897
2022-08-05,413.47,0.331926
2022-08-08,412.99,0.236128
2022-08-09,411.35,0.321442
2022-08-10,419.99,0.219649
2022-08-11,419.99,0.365064
2022-08-12,427.1,0.21996
2022-08-15,428.86,0.227574
2022-08-16,429.7,0.236917
2022-08-17,426.65,0.286278
2022-08-18,427.89,0.196646
2022-08-19,422.14,0.442537
2022-08-22,413.35,0.57205
2022-08-23,412.35,0.61764
2022-08-24,413.67,0.553398
2022-08-25,419.51,0.381513
2022-08-26,405.31,0.327567
2022-08-29,402.63,0.388484
2022-08-30,398.21,0.267448
2022-08-31,395.18,0.294975
2022-09-01,396.42,0.206084
2022-09-02,392.24,0.122418
2022-09-06,390.76,0.120759
2022-09-07,397.78,0.12048
2022-09-08,400.38,0.159329
2022-09-09,406.6,0.263593
2022-09-12,410.97,0.504834
2022-09-13,393.1,0.395346
2022-09-14,394.6,0.648072
2022-09-15,390.12,0.694567
2022-09-16,385.56,0.625403
2022-09-19,388.55,0.584276
2022-09-20,384.09,0.621948
2022-09-21,377.39,0.371659
2022-09-22,374.22,0.3641
2022-09-23,367.95,0.195413
2022-09-26,364.31,0.30439
2022-09-27,363.38,0.086195
2022-09-28,370.53,0.051156
2022-09-29,362.79,0.120818
2022-09-30,357.18,0.075924
2022-10-03,366.61,0.266466
2022-10-04,377.97,0.253321
2022-10-05,377.09,0.482016
2022-10-06,373.2,0.563963
2022-10-07,362.79,0.364114
2022-10-10,360.02,0.402912
2022-10-11,357.74,0.28641
2022-10-12,356.56,0.225024
2022-10-13,365.97,0.042662
2022-10-14,357.63,0.14074
2022-10-17,366.82,0.155285
2022-10-18,371.13,0.261035
2022-10-19,368.5,0.393336
2022-10-20,365.41,0.361277
2022-10-21,374.29,0.205936
2022-10-24,378.87,0.270325
2022-10-25,384.92,0.269677
2022-10-26,382.02,0.371343
2022-10-27,379.98,0.370666
2022-10-28,389.02,0.355803
2022-10-31,386.21,0.397977
2022-11-01,384.52,0.39815
2022-11-02,374.87,0.446455
2022-11-03,371.01,0.531757
2022-11-04,376.35,0.353135
2022-11-07,379.95,0.406191
2022-11-08,382.0,0.378847
2022-11-09,374.13,0.476472
2022-11-10,394.69,0.027983
2022-11-11,398.51,0.285703
2022-11-14,395.12,0.270898
2022-11-15,398.49,0.295033
2022-11-16,395.45,0.285453
2022-11-17,394.24,0.404365
2022-11-18,396.03,0.351921
2022-11-21,394.59,0.442181
2022-11-22,399.9,0.18382
2022-11-23,402.42,0.19524
2022-11-25,402.33,0.29562
2022-11-28,395.91,0.42034
2022-11-29,395.23,0.319384
2022-11-30,407.68,0.010856
2022-12-01,407.38,0.378686
2022-12-02,406.91,0.392859
2022-12-05,399.59,0.492295
2022-12-06,393.83,0.565497
2022-12-07,393.16,0.584762
2022-12-08,396.24,0.49734
2022-12-09,393.28,0.347611
2022-12-12,398.95,0.25668
2022-12-13,401.97,0.080607
2022-12-14,399.4,0.217124
2022-12-15,389.63,0.196335
2022-12-16,383.27,0.176921
2022-12-19,380.02,0.343715
2022-12-20,380.54,0.248756
2022-12-21,386.23,0.151707
2022-12-22,380.72,0.155581
2022-12-23,382.91,0.293448
2022-12-27,381.4,0.397653
2022-12-28,376.66,0.250877
2022-12-29,383.44,0.185707
2022-12-30,382.43,0.114128
2023-01-03,380.82,0.127063
2023-01-04,383.76,0.096291
2023-01-05,379.38,0.16152
2023-01-06,388.08,0.047574
2023-01-09,387.86,0.231577
2023-01-10,390.58,0.288296
2023-01-11,395.52,0.151536
2023-01-12,396.96,0.115538
2023-01-13,398.5,0.100676
2023-01-17,397.77,0.159847
2023-01-18,391.49,0.299446
2023-01-19,388.64,0.428633
2023-01-20,395.88,0.1299
2023-01-23,400.63,0.195977
2023-01-24,400.2,0.219238
2023-01-25,400.35,0.260698
2023-01-26,404.75,0.141638
2023-01-27,405.68,0.195896
2023-01-30,400.59,0.442847
2023-01-31,406.48,0.18516
2023-02-01,410.8,0.207162
2023-02-02,416.78,0.166099
2023-02-03,412.35,0.364811
2023-02-06,409.83,0.380568
2023-02-07,415.19,0.238323
2023-02-08,410.65,0.474347
2023-02-09,407.09,0.52012
2023-02-10,408.04,0.498678
2023-02-13,412.83,0.252809
2023-02-14,412.64,0.33246
2023-02-15,413.98,0.302557
2023-02-16,408.28,0.513004
2023-02-17,407.26,0.393733
2023-02-21,399.09,0.422141
2023-02-22,398.54,0.247469
2023-02-23,400.66,0.158324
2023-02-24,396.38,0.135358
2023-02-27,397.73,0.223942
2023-02-28,396.26,0.18181
2023-03-01,394.74,0.141922
2023-03-02,397.81,0.206916
2023-03-03,404.19,0.327949
2023-03-06,404.47,0.498701
2023-03-07,398.27,0.41775
2023-03-08,398.92,0.60684
2023-03-09,391.56,0.462681
2023-03-10,385.91,0.120974
2023-03-13,385.36,0.080008
2023-03-14,391.73,0.076336
2023-03-15,389.28,0.081653
2023-03-16,396.11,0.117267
2023-03-17,389.99,0.197681
2023-03-20,393.74,0.570897
2023-03-21,398.91,0.469018
2023-03-22,392.11,0.454807
2023-03-23,393.17,0.349966
2023-03-24,395.75,0.355732
2023-03-27,396.49,0.408142
2023-03-28,395.6,0.481345
2023-03-29,401.35,0.123101
2023-03-30,403.7,0.059306
2023-03-31,409.39,0.015464
2023-04-03,410.95,0.033799
2023-04-04,408.67,0.076787
2023-04-05,407.6,0.089951
2023-04-06,409.19,0.065786
2023-04-10,409.61,0.071618
2023-04-11,409.72,0.117669
2023-04-12,408.05,0.048469
2023-04-13,413.47,0.020948
2023-04-14,412.46,0.053467
2023-04-17,413.94,0.046142
2023-04-18,414.21,0.033168
2023-04-19,414.14,0.037917
2023-04-20,411.88,0.08839
2023-04-21,412.2,0.058313
2023-04-24,412.63,0.077602
2023-04-25,406.08,0.119448
2023-04-26,404.36,0.243886
2023-04-27,412.41,0.020562
2023-04-28,415.93,0.033855
2023-05-01,415.51,0.068359
2023-05-02,410.84,0.113252
2023-05-03,408.02,0.171346
2023-05-04,405.13,0.157836
2023-05-05,412.63,0.063806
2023-05-08,412.74,0.468343
2023-05-09,410.93,0.44136
2023-05-10,412.85,0.108472
2023-05-11,412.13,0.230575
2023-05-12,411.59,0.309759
2023-05-15,413.01,0.208736
2023-05-16,410.25,0.438374
2023-05-17,415.23,0.055251
2023-05-18,419.23,0.038333
2023-05-19,418.62,0.05141
2023-05-22,418.79,0.102722
2023-05-23,414.09,0.300261
2023-05-24,411.09,0.340276
2023-05-25,414.65,0.105883
2023-05-26,420.02,0.036529
2023-05-30,420.18,0.087641
2023-05-31,417.85,0.106924
2023-06-01,421.82,0.118719
2023-06-02,427.92,0.108859
2023-06-05,427.1,0.167962
2023-06-06,428.03,0.126849
2023-06-07,426.55,0.199026
2023-06-08,429.13,0.14713
2023-06-09,429.9,0.129687
2023-06-12,433.8,0.066931
2023-06-13,436.66,0.053843
2023-06-14,437.18,0.069967
2023-06-15,442.6,0.024606
2023-06-16,439.46,0.065511
2023-06-20,437.18,0.231155
2023-06-21,434.94,0.280476
