date,value,regime,price,position_pct,drawdown,danger
2020-01-02,1000000.00,10.0,324.87,0.9999,0.00,1
2020-01-03,992428.12,10.0,322.41,0.9999,0.00,1
2020-01-06,996214.06,10.0,323.64,0.9999,0.00,1
2020-01-07,993413.08,9.47,322.73,0.9999,0.00,1
2020-01-08,998707.24,10.0,324.45,0.9999,0.00,1
2020-01-09,1005478.84,10.0,326.65,1.0000,0.00,1
2020-01-10,1002585.52,10.0,325.71,0.9999,0.00,1
2020-01-13,1009480.24,10.0,327.95,1.0000,0.00,1
2020-01-14,1007941.24,10.0,327.45,1.0000,0.00,1
2020-01-15,1010218.96,10.0,328.19,1.0000,0.00,1
2020-01-16,1018621.90,10.0,330.92,1.0000,0.00,0
2020-01-17,1021792.24,10.0,331.95,1.0000,0.00,0
2020-01-21,1019791.54,10.0,331.30,1.0000,0.00,1
2020-01-22,1019914.66,10.0,331.34,1.0000,0.00,1
2020-01-23,1021084.30,10.0,331.72,1.0000,0.00,1
2020-01-24,1012004.20,10.0,328.77,1.0000,0.00,1
2020-01-27,995783.14,8.72,323.50,0.9999,0.00,1
2020-01-28,1006217.56,9.79,326.89,1.0000,0.00,1
2020-01-29,1005386.50,9.79,326.62,1.0000,0.00,1
2020-01-30,1008649.18,9.79,327.68,1.0000,0.00,1
2020-01-31,990335.08,7.66,321.73,0.9999,0.00,1
2020-02-03,997691.50,8.72,324.12,0.9999,0.00,1
2020-02-04,1012896.82,9.79,329.06,1.0000,0.00,1
2020-02-05,1024593.22,9.79,332.86,1.0000,0.00,1
2020-02-06,1028040.58,10.0,333.98,1.0000,0.00,1
2020-02-07,1022561.74,9.79,332.20,1.0000,0.00,1
2020-02-10,1030195.18,9.79,334.68,1.0000,0.00,1
2020-02-11,1031980.42,9.79,335.26,1.0000,0.00,1
2020-02-12,1038628.90,10.0,337.42,1.0000,0.00,0
2020-02-13,1037520.82,10.0,337.06,1.0000,0.00,1
2020-02-14,1039182.94,10.0,337.60,1.0000,0.00,1
2020-02-18,1036505.08,10.0,336.73,1.0000,0.00,1
2020-02-19,1041460.66,10.0,338.34,1.0000,0.00,1
2020-02-20,1037182.24,9.79,336.95,1.0000,0.00,1
2020-02-21,1026501.58,9.26,333.48,1.0000,0.00,1
2020-02-24,992458.90,6.6,322.42,0.9999,0.00,2
2020-02-25,962386.84,7.13,312.65,0.9999,0.00,3
2020-02-26,958847.14,6.6,311.50,0.9999,0.00,3
2020-02-27,915785.92,6.28,297.51,0.9999,0.00,4
2020-02-28,911938.42,6.81,296.26,0.9999,0.00,4
2020-03-02,951429.16,7.34,309.09,0.9999,0.00,1
2020-03-03,924188.86,6.28,300.24,0.9999,0.00,2
2020-03-04,963033.22,7.34,312.86,0.9999,0.00,1
2020-03-05,931022.02,6.28,302.46,0.9999,0.00,2
2020-03-06,915632.02,6.28,297.46,0.9999,0.00,3
2020-03-09,844079.94,5.96,274.23,0.0000,0.00,3
2020-03-10,844079.94,7.02,288.42,0.9998,0.00,2
2020-03-11,802940.38,5.96,274.36,0.9998,0.00,3
2020-03-12,725969.86,5.96,248.11,0.0000,0.00,3
2020-03-13,725969.86,5.74,269.32,0.0000,0.00,2
2020-03-16,725969.86,5.74,239.85,0.0000,0.00,3
2020-03-17,725969.86,5.74,252.80,0.0000,0.00,2
2020-03-18,725969.86,5.74,240.00,0.0000,0.00,2
2020-03-19,725969.86,5.74,240.51,0.0000,0.00,2
2020-03-20,725969.86,5.74,228.80,0.0000,0.00,2
2020-03-23,725969.86,5.74,222.95,0.0000,0.00,2
2020-03-24,725969.86,4.47,243.15,0.0000,0.00,2
2020-03-25,725969.86,5.53,246.79,0.0000,0.00,2
2020-03-26,725969.86,5.53,261.20,0.0000,0.00,1
2020-03-27,725969.86,5.32,253.42,0.0000,0.00,1
2020-03-30,725969.86,6.06,261.65,0.9998,0.00,1
2020-03-31,715151.26,5.85,257.75,0.9998,0.00,1
2020-04-01,682972.86,6.91,246.15,0.9998,0.00,2
2020-04-02,698729.18,7.13,251.83,0.9998,0.00,1
2020-04-03,688631.82,7.13,248.19,0.9998,0.00,1
2020-04-06,734874.40,8.4,264.86,0.9998,0.00,1
2020-04-07,735623.38,8.62,265.13,0.9998,0.00,1
2020-04-08,760311.98,8.62,274.03,0.9998,0.00,0
2020-04-09,771879.56,8.62,278.20,0.9998,0.00,0
2020-04-13,764833.60,8.62,275.66,0.9998,0.00,1
2020-04-14,787386.22,8.62,283.79,0.9998,0.00,0
2020-04-15,770659.00,8.62,277.76,0.9998,0.00,1
2020-04-16,774376.16,8.62,279.10,0.9998,0.00,1
2020-04-17,795292.12,8.62,286.64,0.9998,0.00,1
2020-04-20,781283.42,8.62,281.59,0.9998,0.00,2
2020-04-21,757565.72,8.62,273.04,0.9998,0.00,2
2020-04-22,774376.16,8.94,279.10,0.9998,0.00,0
2020-04-23,774320.68,8.94,279.08,0.9998,0.00,0
2020-04-24,785111.54,8.94,282.97,0.9998,0.00,0
2020-04-27,796429.46,8.94,287.05,0.9998,0.00,1
2020-04-28,792767.78,8.94,285.73,0.9998,0.00,1
2020-04-29,813517.30,8.94,293.21,0.9998,0.00,2
2020-04-30,805944.28,8.94,290.48,0.9998,0.00,1
2020-05-01,784612.22,8.94,282.79,0.9998,0.00,2
2020-05-04,786775.94,7.98,283.57,0.9998,0.00,2
2020-05-05,794043.82,8.19,286.19,0.9998,0.00,0
2020-05-06,788662.26,8.19,284.25,0.9998,0.00,1
2020-05-07,798177.08,7.98,287.68,0.9998,0.00,0
2020-05-08,811381.32,8.3,292.44,0.9998,0.00,1
2020-05-11,811547.76,8.72,292.50,0.9998,0.00,1
2020-05-12,795375.34,8.4,286.67,0.9998,0.00,1
2020-05-13,781311.16,7.13,281.60,0.9998,0.00,2
2020-05-14,790659.54,8.19,284.97,0.9998,0.00,1
2020-05-15,794293.48,8.4,286.28,0.9998,0.00,1
2020-05-18,818482.76,8.51,295.00,0.9998,0.00,0
2020-05-19,810077.54,8.19,291.97,0.9998,0.00,0
2020-05-20,823836.58,8.51,296.93,0.9998,0.00,0
2020-05-21,818149.88,8.51,294.88,0.9998,0.00,0
2020-05-22,819703.32,8.51,295.44,0.9998,0.00,0
2020-05-26,829800.68,8.51,299.08,0.9998,0.00,0
2020-05-27,842144.98,8.51,303.53,0.9998,0.00,0
2020-05-28,840591.54,8.72,302.97,0.9998,0.00,1
2020-05-29,844336.44,8.51,304.32,0.9998,0.00,0
2020-06-01,847748.46,9.26,305.55,0.9998,0.00,1
2020-06-02,854766.68,9.26,308.08,0.9998,0.00,0
2020-06-03,866140.08,8.72,312.18,0.9998,0.00,0
2020-06-04,863865.40,9.26,311.36,0.9998,0.00,0
2020-06-05,886001.92,9.47,319.34,0.9998,0.00,1
2020-06-08,896709.56,9.26,323.20,0.9998,0.00,0
2020-06-09,890024.22,9.26,320.79,0.9998,0.00,1
2020-06-10,885058.76,9.26,319.00,0.9998,0.00,1
2020-06-11,834044.90,7.87,300.61,0.9998,0.00,2
2020-06-12,844031.30,8.94,304.21,0.9998,0.00,1
2020-06-15,851909.46,8.94,307.05,0.9998,0.00,1
2020-06-16,868303.80,8.94,312.96,0.9998,0.00,0
2020-06-17,864697.60,8.94,311.66,0.9998,0.00,1
2020-06-18,865030.48,8.94,311.78,0.9998,0.00,1
2020-06-19,856320.12,8.94,308.64,0.9998,0.00,1
2020-06-22,861812.64,8.94,310.62,0.9998,0.00,1
2020-06-23,865779.46,8.94,312.05,0.9998,0.00,1
2020-06-24,843698.42,7.87,304.09,0.9998,0.00,2
2020-06-25,852741.66,7.87,307.35,0.9998,0.00,1
2020-06-26,832491.46,6.81,300.05,0.9998,0.00,1
2020-06-29,844724.80,7.87,304.46,0.9998,0.00,1
2020-06-30,855543.40,7.87,308.36,0.9998,0.00,1
2020-07-01,861535.24,9.26,310.52,0.9998,0.00,1
2020-07-02,866278.78,9.26,312.23,0.9998,0.00,1
2020-07-06,879649.46,9.26,317.05,0.9998,0.00,0
2020-07-07,870578.48,9.26,313.78,0.9998,0.00,1
2020-07-08,877236.08,9.26,316.18,0.9998,0.00,0
2020-07-09,872242.88,9.26,314.38,0.9998,0.00,2
2020-07-10,881147.42,9.26,317.59,0.9998,0.00,0
2020-07-13,873518.92,8.94,314.84,0.9998,0.00,2
2020-07-14,884836.84,9.26,318.92,0.9998,0.00,0
2020-07-15,892964.66,9.26,321.85,0.9998,0.00,0
2020-07-16,890024.22,9.26,320.79,0.9998,0.00,0
2020-07-17,892604.04,9.26,321.72,0.9998,0.00,0
2020-07-20,899816.44,9.47,324.32,0.9998,0.00,0
2020-07-21,901730.50,9.47,325.01,0.9998,0.00,0
2020-07-22,906862.40,9.47,326.86,0.9998,0.00,0
2020-07-23,896043.80,9.26,322.96,0.9998,0.00,1
2020-07-24,890273.88,9.26,320.88,0.9998,0.00,2
2020-07-27,896765.04,9.47,323.22,0.9998,0.00,1
2020-07-28,891078.34,9.26,321.17,0.9998,0.00,2
2020-07-29,902035.64,9.47,325.12,0.9998,0.00,1
2020-07-30,898817.80,9.47,323.96,0.9998,0.00,1
2020-07-31,905919.24,9.47,326.52,0.9998,0.00,1
2020-08-03,912216.22,9.47,328.79,0.9998,0.00,0
2020-08-04,915739.20,9.47,330.06,0.9998,0.00,0
2020-08-05,921425.90,9.47,332.11,0.9998,0.00,0
2020-08-06,927584.18,9.47,334.33,0.9998,0.00,0
2020-08-07,928249.94,9.47,334.57,0.9998,0.00,0
2020-08-10,931023.94,9.47,335.57,0.9998,0.00,0
2020-08-11,923339.96,9.47,332.80,0.9998,0.00,1
2020-08-12,936211.32,9.47,337.44,0.9998,0.00,0
2020-08-13,934519.18,9.47,336.83,0.9998,0.00,0
2020-08-14,934546.92,9.47,336.84,0.9998,0.00,0
2020-08-17,937515.10,9.47,337.91,0.9998,0.00,0
2020-08-18,939540.12,8.94,338.64,0.9998,0.00,0
2020-08-19,935628.78,8.94,337.23,0.9998,0.00,1
2020-08-20,938541.48,8.94,338.28,0.9998,0.00,1
2020-08-21,941870.28,9.47,339.48,0.9998,0.00,1
2020-08-24,951412.84,9.47,342.92,0.9998,0.00,0
2020-08-25,954741.64,9.47,344.12,0.9998,0.00,0
2020-08-26,964311.94,9.47,347.57,0.9998,0.00,0
2020-08-27,966420.18,9.47,348.33,0.9998,0.00,0
2020-08-28,972661.68,9.47,350.58,0.9998,0.00,0
2020-08-31,969138.70,9.26,349.31,0.9998,0.00,1
2020-09-01,978265.16,9.26,352.60,0.9998,0.00,1
2020-09-02,992412.56,9.26,357.70,0.9998,0.00,1
2020-09-03,958264.62,8.94,345.39,0.9998,0.00,2
2020-09-04,950441.94,7.87,342.57,0.9998,0.00,2
2020-09-08,924477.30,6.81,333.21,0.9998,0.00,2
2020-09-09,942730.22,8.19,339.79,0.9998,0.00,2
2020-09-10,926363.62,7.13,333.89,0.9998,0.00,2
2020-09-11,926835.20,7.13,334.06,0.9998,0.00,2
2020-09-14,939040.80,8.19,338.46,0.9998,0.00,2
2020-09-15,943784.34,8.19,340.17,0.9998,0.00,2
2020-09-16,940039.44,8.19,338.82,0.9998,0.00,2
2020-09-17,931772.92,8.19,335.84,0.9998,0.00,2
2020-09-18,917375.86,6.6,330.65,0.9998,0.00,2
2020-09-21,907167.54,6.6,326.97,0.9998,0.00,3
2020-09-22,916404.96,7.66,330.30,0.9998,0.00,2
2020-09-23,895156.12,7.13,322.64,0.9998,0.00,2
2020-09-24,897541.76,6.6,323.50,0.9998,0.00,2
2020-09-25,912049.78,7.66,328.73,0.9998,0.00,1
2020-09-28,927195.82,7.66,334.19,0.9998,0.00,1
2020-09-29,922147.14,7.66,332.37,0.9998,0.00,1
2020-09-30,929137.62,7.66,334.89,0.9998,0.00,1
2020-10-01,935101.72,8.72,337.04,0.9998,0.00,1
2020-10-02,926224.92,8.72,333.84,0.9998,0.00,2
2020-10-05,942647.00,7.45,339.76,0.9998,0.00,2
2020-10-06,929248.58,7.45,334.93,0.9998,0.00,2
2020-10-07,945421.00,7.45,340.76,0.9998,0.00,2
2020-10-08,953798.48,7.45,343.78,0.9998,0.00,0
2020-10-09,962314.66,7.45,346.85,0.9998,0.00,0
2020-10-12,977793.58,7.45,352.43,0.9998,0.00,0
2020-10-13,971413.38,7.45,350.13,0.9998,0.00,0
2020-10-14,965310.58,7.45,347.93,0.9998,0.00,0
2020-10-15,964117.76,7.98,347.50,0.9998,0.00,2
2020-10-16,963535.22,7.98,347.29,0.9998,0.00,2
2020-10-19,948888.50,9.26,342.01,0.9998,0.00,2
2020-10-20,952688.88,9.26,343.38,0.9998,0.00,2
2020-10-21,950885.78,9.26,342.73,0.9998,0.00,2
2020-10-22,956100.90,9.26,344.61,0.9998,0.00,2
2020-10-23,959346.48,9.26,345.78,0.9998,0.00,1
2020-10-26,941620.62,7.87,339.39,0.9998,0.00,2
2020-10-27,938375.04,7.87,338.22,0.9998,0.00,2
2020-10-28,906307.60,6.81,326.66,0.9998,0.00,2
2020-10-29,915517.28,7.87,329.98,0.9998,0.00,1
2020-10-30,905974.72,6.81,326.54,0.9998,0.00,1
2020-11-02,916127.56,7.87,330.20,0.9998,0.00,1
2020-11-03,932299.98,7.87,336.03,0.9998,0.00,1
2020-11-04,953132.72,9.26,343.54,0.9998,0.00,1
2020-11-05,971718.52,9.26,350.24,0.9998,0.00,0
2020-11-06,971496.60,9.47,350.16,0.9998,0.00,0
2020-11-09,983702.20,9.26,354.56,0.9998,0.00,0
2020-11-10,982259.72,9.47,354.04,0.9998,0.00,0
2020-11-11,989555.34,9.47,356.67,0.9998,0.00,0
2020-11-12,979957.30,9.26,353.21,0.9998,0.00,0
2020-11-13,993522.16,9.47,358.10,0.9998,0.00,0
2020-11-16,1005921.94,9.47,362.57,0.9998,0.00,0
2020-11-17,1000512.64,9.47,360.62,0.9998,0.00,0
2020-11-18,988473.48,9.47,356.28,0.9998,0.00,1
2020-11-19,992634.48,9.47,357.78,0.9998,0.00,0
2020-11-20,985838.18,9.47,355.33,0.9998,0.00,1
2020-11-23,991746.80,9.47,357.46,0.9998,0.00,1
2020-11-24,1007725.04,9.47,363.22,0.9998,0.00,0
2020-11-25,1006171.60,9.47,362.66,0.9998,0.00,0
2020-11-27,1008973.34,9.47,363.67,0.9998,0.00,0
2020-11-30,1004507.20,9.47,362.06,0.9998,0.00,1
2020-12-01,1015492.24,8.94,366.02,0.9998,0.00,0
2020-12-02,1017628.22,8.94,366.79,0.9998,0.00,0
2020-12-03,1017350.82,8.94,366.69,0.9998,0.00,0
2020-12-04,1026116.66,8.94,369.85,0.9999,0.00,0
2020-12-07,1024008.42,9.47,369.09,0.9999,0.00,0
2020-12-08,1027004.34,9.47,370.17,0.9999,0.00,0
2020-12-09,1017794.66,9.47,366.85,0.9998,0.00,1
2020-12-10,1017461.78,9.47,366.73,0.9998,0.00,1
2020-12-11,1016268.96,8.94,366.30,0.9998,0.00,1
2020-12-14,1011719.60,8.94,364.66,0.9998,0.00,1
2020-12-15,1025395.42,8.94,369.59,0.9999,0.00,1
2020-12-16,1027004.34,8.94,370.17,0.9999,0.00,1
2020-12-17,1032746.52,8.94,372.24,0.9999,0.00,0
2020-12-18,1024258.08,8.94,369.18,0.9999,0.00,1
2020-12-21,1020596.40,8.72,367.86,0.9999,0.00,2
2020-12-22,1018876.52,8.94,367.24,0.9999,0.00,1
2020-12-23,1019791.94,9.47,367.57,0.9999,0.00,1
2020-12-24,1023758.76,9.47,369.00,0.9999,0.00,1
2020-12-28,1032552.34,9.47,372.17,0.9999,0.00,1
2020-12-29,1030582.80,9.47,371.46,0.9999,0.00,1
2020-12-30,1032053.02,9.47,371.99,0.9999,0.00,1
2020-12-31,1037295.88,9.47,373.88,0.9999,0.00,1
2021-01-04,1023176.22,9.26,368.79,0.9999,0.00,2
2021-01-05,1030222.18,8.72,371.33,0.9999,0.00,1
2021-01-06,1036380.46,8.72,373.55,0.9999,0.00,1
2021-01-07,1051776.16,8.94,379.10,0.9999,0.00,0
2021-01-08,1057768.00,8.94,381.26,0.9999,0.00,0
2021-01-11,1050638.82,8.94,378.69,0.9999,0.00,1
2021-01-12,1050860.74,8.94,378.77,0.9999,0.00,1
2021-01-13,1053690.22,8.94,379.79,0.9999,0.00,1
2021-01-14,1050000.80,8.94,378.46,0.9999,0.00,1
2021-01-15,1042344.56,7.66,375.70,0.9999,0.00,1
2021-01-19,1050527.86,7.66,378.65,0.9999,0.00,1
2021-01-20,1065063.62,7.66,383.89,0.9999,0.00,0
2021-01-21,1066034.52,7.66,384.24,0.9999,0.00,0
2021-01-22,1062261.88,7.66,382.88,0.9999,0.00,1
2021-01-25,1066450.62,7.66,384.39,0.9999,0.00,1
2021-01-26,1064786.22,7.66,383.79,0.9999,0.00,1
2021-01-27,1038766.10,6.06,374.41,0.9999,0.00,2
2021-01-28,1047698.38,7.13,377.63,0.9999,0.00,1
2021-01-29,1026726.94,5.0,370.07,0.9999,0.00,1
2021-02-01,1043814.78,7.13,376.23,0.9999,0.00,1
2021-02-02,1058572.46,7.45,381.55,0.9999,0.00,1
2021-02-03,1059404.66,7.66,381.85,0.9999,0.00,1
2021-02-04,1071443.82,7.66,386.19,0.9999,0.00,0
2021-02-05,1075660.30,7.66,387.71,0.9999,0.00,0
2021-02-08,1083427.50,7.66,390.51,0.9999,0.00,0
2021-02-09,1082706.26,7.66,390.25,0.9999,0.00,0
2021-02-10,1082234.68,7.66,390.08,0.9999,0.00,0
2021-02-11,1083982.30,7.66,390.71,0.9999,0.00,1
2021-02-12,1089336.12,7.98,392.64,0.9999,0.00,0
2021-02-16,1088392.96,7.66,392.30,0.9999,0.00,1
2021-02-17,1088642.62,7.66,392.39,0.9999,0.00,1
2021-02-18,1084010.04,7.66,390.72,0.9999,0.00,1
2021-02-19,1082095.98,7.66,390.03,0.9999,0.00,1
2021-02-22,1073773.98,7.66,387.03,0.9999,0.00,1
2021-02-23,1075077.76,7.66,387.50,0.9999,0.00,1
2021-02-24,1086922.74,7.66,391.77,0.9999,0.00,1
2021-02-25,1060736.18,7.45,382.33,0.9999,0.00,2
2021-02-26,1055271.40,6.38,380.36,0.9999,0.00,2
2021-03-01,1080847.68,7.66,389.58,0.9999,0.00,1
2021-03-02,1072414.72,7.66,386.54,0.9999,0.00,1
2021-03-03,1058211.84,6.38,381.42,0.9999,0.00,1
2021-03-04,1045118.56,5.32,376.70,0.9999,0.00,1
2021-03-05,1064342.38,6.6,383.63,0.9999,0.00,1
2021-03-08,1059044.04,6.38,381.72,0.9999,0.00,1
2021-03-09,1074162.34,7.66,387.17,0.9999,0.00,1
2021-03-10,1080847.68,7.66,389.58,0.9999,0.00,1
2021-03-11,1091804.98,7.66,393.53,0.9999,0.00,1
2021-03-12,1093275.20,7.66,394.06,0.9999,0.00,1
2021-03-15,1099794.10,7.66,396.41,0.9999,0.00,0
2021-03-16,1098407.10,7.98,395.91,0.9999,0.00,1
2021-03-17,1102152.00,7.98,397.26,0.9999,0.00,0
2021-03-18,1086118.28,7.66,391.48,0.9999,0.00,1
2021-03-19,1080570.28,8.19,389.48,0.9999,0.00,1
2021-03-22,1089197.42,8.51,392.59,0.9999,0.00,1
2021-03-23,1080625.76,8.19,389.50,0.9999,0.00,1
2021-03-24,1075133.24,8.19,387.52,0.9999,0.00,1
2021-03-25,1081180.56,8.51,389.70,0.9999,0.00,1
2021-03-26,1098601.28,8.51,395.98,0.9999,0.00,1
2021-03-29,1098046.48,8.19,395.78,0.9999,0.00,1
2021-03-30,1095133.78,7.66,394.73,0.9999,0.00,1
2021-03-31,1099572.18,8.51,396.33,0.9999,0.00,1
2021-04-01,1111444.90,8.51,400.61,0.9999,0.00,0
2021-04-05,1127395.40,8.51,406.36,0.9999,0.00,0
2021-04-06,1126729.64,9.79,406.12,0.9999,0.00,0
2021-04-07,1128033.42,9.79,406.59,0.9999,0.00,0
2021-04-08,1133387.24,9.79,408.52,0.9999,0.00,0
2021-04-09,1141626.02,9.79,411.49,0.9999,0.00,0
2021-04-12,1142042.12,9.79,411.64,0.9999,0.00,0
2021-04-13,1145426.40,8.51,412.86,0.9999,0.00,0
2021-04-14,1141515.06,7.98,411.45,0.9999,0.00,0
2021-04-15,1153776.14,8.51,415.87,0.9999,0.00,0
2021-04-16,1157632.00,7.98,417.26,0.9999,0.00,0
2021-04-19,1151945.30,7.98,415.21,0.9999,0.00,0
2021-04-20,1143512.34,7.98,412.17,0.9999,0.00,1
2021-04-21,1154330.94,7.98,416.07,0.9999,0.00,0
2021-04-22,1143789.74,7.98,412.27,0.9999,0.00,1
2021-04-23,1156189.52,7.98,416.74,0.9999,0.00,1
2021-04-26,1158602.90,7.98,417.61,0.9999,0.00,1
2021-04-27,1158353.24,7.98,417.52,0.9999,0.00,1
2021-04-28,1158020.36,7.98,417.40,0.9999,0.00,1
2021-04-29,1165399.20,7.98,420.06,0.9999,0.00,0
2021-04-30,1157742.96,7.98,417.30,0.9999,0.00,1
2021-05-03,1160239.56,7.98,418.20,0.9999,0.00,1
2021-05-04,1153082.64,7.98,415.62,0.9999,0.00,1
2021-05-05,1153443.26,7.98,415.75,0.9999,0.00,1
2021-05-06,1162652.94,7.98,419.07,0.9999,0.00,1
2021-05-07,1171113.64,7.98,422.12,0.9999,0.00,1
2021-05-10,1159518.32,7.98,417.94,0.9999,0.00,1
2021-05-11,1149171.30,6.6,414.21,0.9999,0.00,1
2021-05-12,1124760.10,5.32,405.41,0.9999,0.00,2
2021-05-13,1138269.48,6.6,410.28,0.9999,0.00,1
2021-05-14,1155745.68,7.98,416.58,0.9999,0.00,1
2021-05-17,1152805.24,7.98,415.52,0.9999,0.00,1
2021-05-18,1142874.32,6.6,411.94,0.9999,0.00,1
2021-05-19,1139878.40,6.6,410.86,0.9999,0.00,1
2021-05-20,1152139.48,7.66,415.28,0.9999,0.00,1
2021-05-21,1151196.32,7.66,414.94,0.9999,0.00,1
2021-05-24,1162930.34,7.98,419.17,0.9999,0.00,1
2021-05-25,1160350.52,7.98,418.24,0.9999,0.00,1
2021-05-26,1162652.94,7.98,419.07,0.9999,0.00,1
2021-05-27,1163263.22,7.98,419.29,0.9999,0.00,1
2021-05-28,1165343.72,7.98,420.04,0.9999,0.00,1
2021-06-01,1164317.34,7.98,419.67,0.9999,0.00,1
2021-06-02,1166148.18,7.98,420.33,0.9999,0.00,1
