date,SPY_买入持有,SSO_买入持有,UPRO_买入持有,策略C1_SSO,策略C2_UPRO
2020-03-04,963031.366392711,917802.0487697931,865462.4143248816,115645.08158052496,49859.14307811121
2020-03-05,931018.5612706621,856783.4378434627,779154.0740866394,115645.08158052496,49859.14307811121
2020-03-06,915627.7895773693,828456.2726697715,740513.2253420135,115645.08158052496,49859.14307811121
2020-03-09,844122.2642903316,699060.460028618,567023.1202049031,115645.08158052496,49859.14307811121
2020-03-10,887801.2743558963,771406.0672036613,655044.759803498,115645.08158052496,49859.14307811121
2020-03-11,844522.4243543572,696196.5165145033,559247.7000693897,115645.08158052496,49859.14307811121
2020-03-12,763720.8729645705,562976.2325189811,398725.91708183876,115645.08158052496,49859.14307811121
2020-03-13,829008.5264875181,659229.7159878262,500982.6987670484,115645.08158052496,49859.14307811121
2020-03-16,738295.3181272509,514958.9620136598,336524.50628971745,115645.08158052496,49859.14307811121
2020-03-17,778157.416812879,570566.3712951017,391033.4788532178,115645.08158052496,49859.14307811121
2020-03-18,738757.0412780497,512787.4982525597,331635.98839450115,115645.08158052496,49859.14307811121
2020-03-19,740326.8999907655,514966.84512013296,333750.167820516,115645.08158052496,49859.14307811121
2020-03-20,704281.7126850741,464821.2232636052,285001.0788199143,115645.08158052496,49859.14307811121
2020-03-23,686274.5098039216,441051.95616489806,263140.2006149777,115645.08158052496,49859.14307811121
2020-03-24,748453.2274448241,520973.45887430327,334664.29192364623,115645.08158052496,49859.14307811121
2020-03-25,759657.7092375412,536571.5949244983,349694.24901929183,115645.08158052496,49859.14307811121
2020-03-26,804013.9132576108,599232.1296533125,410949.9011328458,115645.08158052496,49859.14307811121
2020-03-27,780065.8725028472,563535.1467382836,374228.7269657684,115645.08158052496,49859.14307811121
2020-03-30,805399.082710007,600137.5795190907,410688.78248145315,115645.08158052496,49859.14307811121
2020-03-31,793394.2807892388,582246.9885760414,392324.3309047936,115645.08158052496,49859.14307811121
2020-04-01,757687.6904607997,529839.1122037264,339354.8383131861,115645.08158052496,49859.14307811121
2020-04-02,775171.6071043803,554291.5693015706,362847.0440611313,115645.08158052496,49859.14307811121
2020-04-03,763967.1253116631,538267.8921204746,347113.0579548391,115645.08158052496,49859.14307811121
2020-04-06,815279.958137101,610574.8002283622,417055.94053802744,115645.08158052496,49859.14307811121
2020-04-07,816111.0598085388,611819.6480427672,418331.38912156504,115645.08158052496,49859.14307811121
2020-04-08,843506.6334225998,652895.3080403579,460459.58317559806,115645.08158052496,49859.14307811121
2020-04-09,856342.537014806,672765.9312168588,481480.45456021547,57822.54079026248,9971.828615622238
2020-04-13,848524.0249946134,660481.0608696928,468292.528378516,115117.15471637232,39523.13840664885
2020-04-14,873549.4197679072,699440.0032252802,509726.3772037066,147334.39408178514,69730.87760052118
2020-04-15,854988.1491057961,669716.4525755147,477234.2169316212,56477.782203227966,11428.532838982726
2020-04-16,859112.8759195987,676178.2904675885,484141.1925654963,56477.782203227966,11428.532838982726
2020-04-17,882322.159633084,712712.7534566646,523379.00616575225,56477.782203227966,11428.532838982726
2020-04-20,866777.4802228583,687599.7238379362,495716.46101011755,56477.782203227966,11428.532838982726
2020-04-21,840459.260627328,645844.138491764,450561.70684658387,56477.782203227966,11428.532838982726
2020-04-22,859112.8759195987,674512.5788613808,480561.7501752935,56477.782203227966,11428.532838982726
2020-04-23,859051.3128328254,674415.909197624,480458.44059087726,28238.891101613983,2285.7065677965456
2020-04-24,871025.3332102073,693216.8113531264,500549.2747663668,71953.34937219387,53771.83325163302
2020-04-27,883584.202911934,713207.0901128589,522200.76829267817,29458.178179779563,9671.254634932178
2020-04-28,879521.0391849048,706647.7216477904,514996.7444555802,29458.178179779563,9671.254634932178
2020-04-29,902545.6336380705,743645.7614610788,555442.3642560322,29458.178179779563,9671.254634932178
2020-04-30,894142.2722935328,729797.9873142985,539927.6377349148,29458.178179779563,9671.254634932178
2020-05-01,870471.2654292487,691157.4852319043,497046.43902056455,29458.178179779563,9671.254634932178
2020-05-04,872872.2258134023,694970.2285289153,501159.3449483134,29458.178179779563,9671.254634932178
2020-05-05,880936.9901806876,707812.3627373703,515050.4915833375,0.0,0.0
2020-05-06,874965.3707636901,698216.2483817987,504576.35251133976,29058.80108296435,9474.57864354427
2020-05-07,885523.440145289,715066.7794773103,522842.28273945476,29760.097038739674,3354.6999522385704
2020-05-08,900175.4547973035,738730.0016012815,548795.3827030235,30744.927836184066,43653.218535349166
2020-05-11,900360.1440576231,739033.1325005846,549133.1722286923,30757.54372778694,7988.91935274098
2020-05-12,882414.5042632439,709572.8715605614,516297.82459696656,20702.478949111333,7988.91935274098
2020-05-13,866808.261766245,684474.0857872887,488904.34110682167,14504.579823145115,7988.91935274098
2020-05-14,877181.6418875243,700856.7396871692,506456.9792055076,0.0,7988.91935274098
2020-05-15,881214.0240711669,707300.3816774852,513441.48960406746,10256.226433234438,7988.91935274098
2020-05-18,908055.5299042694,750388.6821401628,560359.2951372602,18253.11250902765,7988.91935274098
2020-05-19,898728.7222581342,734973.9180256904,543092.6307548953,7386.972038118699,0.0
2020-05-20,913996.3677778804,759945.460536273,570770.8797038721,7386.972038118699,8396.067758292183
2020-05-21,907686.1513836303,749452.1577773779,558949.1004623714,7386.972038118699,8222.168803274175
2020-05-22,909409.9178132792,752298.693373928,562133.5635957707,7386.972038118699,2880.520421046891
2020-05-26,920614.3996059962,770836.245796627,582911.0429975641,7386.972038118699,8350.515811658472
2020-05-27,934312.1864130266,793774.7324476567,608930.3770353381,7386.972038118699,34759.94472001061
2020-05-28,932588.419983378,790845.7708941323,605560.0247359962,0.0,6758.736519947207
2020-05-29,936743.928340567,797893.6092326281,613654.9453557959,7452.8030593515605,6758.736519947207
2020-06-01,940530.058177117,804343.4589918037,621095.7535457372,7513.048509949632,6758.736519947207
2020-06-02,948317.7886539231,817663.6288576146,636524.0525783411,7637.466855426133,6758.736519947207
2020-06-03,960938.2214424232,839426.9427911139,661937.0811641422,7840.7492113547705,6758.736519947207
2020-06-04,958414.1348847232,835017.114531208,656720.9711645786,7799.558780492377,6758.736519947207
2020-06-05,982977.8065072182,877819.2507976457,707215.2544690492,8199.3563079097,0.0
2020-06-08,994859.4822544402,899040.4088616462,732860.4998086613,8397.574604073865,7003.823790257816
2020-06-09,987441.1302982733,885632.6898928558,716466.3741477189,8272.338497664101,6847.1479053458
2020-06-10,981931.2340320743,875749.0743505495,704472.7819871987,8180.0196229434505,6732.5271744885185
2020-06-11,925323.9757441438,774777.127784364,582636.5331400712,7236.881310304392,5568.158760016635
2020-06-12,936405.3313633145,793334.046449902,603568.8858825372,7410.2140185782055,5568.158760016635
2020-06-15,945147.2896851049,808146.634411624,620473.0208804639,7548.572440804709,5568.158760016635
2020-06-16,963339.1818265767,839256.5292780801,656301.0184711184,7839.157447319319,5568.158760016635
2020-06-17,959337.5811863207,832284.1782551924,648122.4206565821,7774.031522718636,5568.158760016635
2020-06-18,959706.9597069597,832925.0952890791,648871.0700547604,7780.018070769242,5568.158760016635
2020-06-19,950041.5550835718,816147.9780961373,629266.33120071,7623.309771698003,1113.6317520033272
2020-06-22,956136.3006741158,826619.5501323632,641377.0168128546,7721.120511381533,22277.3721741929
2020-06-23,960538.0613783975,834230.5600910864,650235.1309140945,7792.211892047786,4545.020412433486
2020-06-24,936035.9528426755,791670.2315647281,600475.1087182009,5260.882870978094,4545.020412433486
2020-06-25,946070.7359867025,808644.4494272097,619787.3076174217,7434.3103276788315,4545.020412433486
2020-06-26,923600.2093144951,770231.5359356292,575624.8152249651,3648.2153830629877,4545.020412433486
2020-06-29,937174.8699479791,792872.569586528,601005.6394390168,3648.2153830629877,4545.020412433486
2020-06-30,949179.6718687476,813185.2741873787,624101.5009033688,3648.2153830629877,4545.020412433486
2020-07-01,955828.4852402499,824577.673929529,637216.6187067603,0.0,909.0040824866969
2020-07-02,961092.1291593561,833659.3937699229,647743.8673669618,3668.3057099502666,8429.7994898927
2020-07-06,975928.8330716903,859398.3572133525,677742.190148649,3724.9345845682096,3768.9185112713285
2020-07-07,965863.2683842768,841670.9790200851,656771.8356766151,3686.516240169729,3768.9185112713285
2020-07-08,973250.8387970573,854546.3079106978,671842.1308416086,1857.3565950934812,3768.9185112713285
2020-07-09,967710.1609874719,844816.5125141563,660367.820301585,1846.7827388370188,3768.9185112713285
2020-07-10,977591.0364145658,862068.6341832855,680596.0221894413,4231.292800506825,3768.9185112713285
2020-07-13,969126.1119832548,847139.3936908012,662916.2552475889,1833.3304439329638,3768.9185112713285
2020-07-14,981684.9816849817,869095.4902875391,688688.3774818366,1833.3304439329638,753.7837022542653
2020-07-15,990703.9738972513,885064.697527866,707669.8488165456,1833.3304439329638,6812.042907994814
2020-07-16,987441.1302982733,879234.8477259114,700677.8024619188,1833.3304439329638,3022.792714433167
2020-07-17,990303.8138332258,884332.8146724189,706771.792514192,1833.3304439329638,3022.792714433167
2020-07-20,998307.0151137378,898626.3949170307,723907.2518627268,1833.3304439329638,3022.792714433167
2020-07-21,1000430.9416074122,902450.1012101534,728527.6515030693,0.0,3022.792714433167
2020-07-22,1006125.5271339306,912723.8324014326,740968.2793786491,1854.201563721746,3022.792714433167
2020-07-23,994120.7252131621,890943.1131554825,714445.2148594962,1809.9539586399687,3022.792714433167
2020-07-24,987718.1641887524,879467.006669457,700641.2201210666,1786.6402093585025,604.5585428866334
2020-07-27,994921.0453412135,892293.9375819885,715969.3844356077,1812.6981630477258,11283.058547490584
2020-07-28,988610.8289469634,880975.3151449914,702346.4288193741,1789.704343146433,2389.521032075104
2020-07-29,1000769.5385846647,902645.1628569366,728260.4468830462,1833.7267123305314,2389.521032075104
2020-07-30,997198.8795518207,896204.0433385184,720465.3362926394,1820.6415561647866,2389.521032075104
2020-07-31,1005078.9546587865,910368.0287129261,737545.1417708694,1849.4157405318801,2389.521032075104
2020-08-03,1012066.3650075416,923025.9695752214,752927.6065983215,1875.1303903604196,2389.521032075104
2020-08-04,1015975.6210176379,930156.6182041975,761652.4892928668,1889.6163272548367,2389.521032075104
2020-08-05,1022285.837411888,941711.008723004,775844.341711067,1913.0891108146286,0.0
2020-08-06,1029119.3400437097,954300.8039075212,791402.8112416309,1938.6653224674446,2437.4395231582384
2020-08-07,1029858.0970849878,955670.9004764069,793107.145354914,1941.4486782978645,2442.688697496987
2020-08-10,1032936.2514236463,961383.7312769953,800218.7257000281,1953.054313461196,2464.5916358730856
2020-08-11,1024409.7639055622,945512.0327602193,780402.2414774599,1920.8109040486295,920.1631353680572
2020-08-12,1038692.4000369379,971877.272135264,813044.0660007962,1974.371977334601,2430.367822223343
2020-08-13,1036814.7258903561,968363.4911015838,808634.7765247962,1967.233719237315,8317.631780586113
2020-08-14,1036845.5074337426,968420.9897502257,808706.7981478574,1967.3505279372073,1946.3049272398137
2020-08-17,1040139.1325761075,974573.5278040956,816413.5693806525,1979.849429878146,1946.3049272398137
2020-08-18,1042386.1852433281,978784.3453312299,821704.7585048086,1988.4037199779418,1946.3049272398137
2020-08-19,1038045.9876258196,970633.5897978197,811440.7284774189,1971.8454324444617,1946.3049272398137
2020-08-20,1041278.049681411,976677.9231565818,819020.238884867,1984.124516179993,1946.3049272398137
2020-08-21,1044971.8348878013,983607.1741190267,827736.3109552986,1998.201313031217,1946.3049272398137
2020-08-24,1055560.6858127867,1003541.2419814604,852899.026664792,2038.6974395590094,0.0
2020-08-25,1059254.471019177,1010564.7430334709,861852.824915093,2052.9657057871136,1966.7373830256042
2020-08-26,1069874.103487549,1030827.7231768247,887774.5287912732,2094.1300187300726,2025.8903875423857
2020-08-27,1072213.5007849294,1035335.7593687536,893598.1784895904,2103.2881095562934,2039.179883424069
2020-08-28,1079139.348046911,1048711.038320206,910914.4811474287,2130.4600341479263,2078.695469830961
2020-08-31,1075230.0920368147,1041112.9835614256,901014.9313351987,2115.0245601142233,2056.104820792066
2020-09-01,1085357.2198110013,1060724.570495193,926473.7426268266,2154.8655655407833,2114.2015102118307
2020-09-02,1101055.8069381597,1091409.1723643106,966675.2408179509,2217.201438395338,2205.940827019094
2020-09-03,1063163.7270292733,1016288.9771627191,866872.8459524018,2064.5945068513256,782.7492810978982
2020-09-04,1054483.331794256,999693.6216770429,845639.6189430578,2030.8809858500185,1965.2719526432345
2020-09-08,1025671.8071844121,945064.5981262525,776323.6820544772,1402.2053392521061,1922.385044375932
2020-09-09,1045926.0627327855,982389.558695688,822314.5871406255,2084.4374207214896,3315.177043546506
2020-09-10,1027764.9521347,948273.790743102,779479.4001357426,944.9125731458753,1502.8287438667212
2020-09-11,1028288.238372272,949239.417413121,780670.0152906416,944.9125731458753,1502.8287438667212
2020-09-14,1041832.1174623695,974244.8262415811,811517.3008137104,944.9125731458753,1502.8287438667212
2020-09-15,1047095.7613814757,984089.1721192217,823817.3769029805,944.9125731458753,1502.8287438667212
2020-09-16,1042940.2530242866,976278.2518007868,814009.1622560183,944.9125731458753,1502.8287438667212
2020-09-17,1033767.3530950841,959105.0672758688,792530.9676082145,944.9125731458753,1502.8287438667212
2020-09-18,1017791.7320774463,929461.4554418898,755788.1520839771,944.9125731458753,1502.8287438667212
2020-09-21,1006464.124111183,908772.3996062564,730553.3079920158,944.9125731458753,1502.8287438667212
2020-09-22,1016714.378058916,927283.0402808677,752874.0944459422,944.9125731458753,1502.8287438667212
2020-09-23,993135.7158247915,884273.7269986911,700494.298229267,944.9125731458753,1502.8287438667212
2020-09-24,995782.9285560378,888987.807120306,706095.820946325,944.9125731458753,1502.8287438667212
2020-09-25,1011881.675747222,917732.2042222485,740342.0139313261,944.9125731458753,1502.8287438667212
2020-09-28,1028688.3984362975,948218.1217536784,777231.8693999329,472.45628657293764,300.56574877334424
2020-09-29,1023086.157539939,937890.1228213845,764533.446326461,942.3395744278923,1496.2812150625382
2020-09-30,1030843.1064733586,952112.1230591306,781923.3216287683,945.9021880374072,1204.7812754026781
2020-10-01,1037461.1383014745,964337.2779731451,796983.208231849,948.9417194899696,1207.1016908305342
2020-10-02,1027611.0444177671,946025.6277861401,774282.5234495506,944.4177657001093,360.3011564816179
2020-10-05,1045833.7181026257,979577.4593012009,815473.6857322732,480.3307936384132,365.41254600083954
2020-10-06,1030966.232646905,951726.2753570946,780695.5667475176,473.50245088684284,626.5182093584492
2020-10-07,1048911.8724412841,984858.9549339126,821463.3852839698,481.7445291977445,299.2494076802395
2020-10-08,1058207.8985440328,1002315.6637254398,843304.147904796,1026.2313229637973,299.2494076802395
2020-10-09,1067657.8323637147,1020217.2815486823,865896.5942431615,494.6943469212196,299.2494076802395
2020-10-12,1084833.9335734295,1053043.070397128,907687.3077724411,494.6943469212196,299.2494076802395
2020-10-13,1077754.1785945147,1039298.5023302017,889916.2825372743,494.6943469212196,299.2494076802395
2020-10-14,1070982.2390494659,1026237.8865296339,873141.2347985888,494.6943469212196,299.2494076802395
2020-10-15,1069658.6326838427,1023701.2711690284,869903.939386034,494.6943469212196,0.0
2020-10-16,1069012.2202727245,1022463.9919348098,868326.8473520394,494.6943469212196,586.5723974740671
2020-10-19,1052759.5653646074,991374.0677940869,828722.2020640773,0.0,285.2553670774396
2020-10-20,1056976.6368085695,999316.4231221643,838681.1162785251,498.65757171161795,285.2553670774396
2020-10-21,1054975.8364884416,995533.1178916361,833918.3806015984,496.7697074119351,285.2553670774396
2020-10-22,1060762.7666451198,1006454.8478927229,847641.4269255063,502.219636218485,285.2553670774396
2020-10-23,1064364.20722135,1013288.9628170399,856275.0168053948,505.6298505150846,285.2553670774396
2020-10-26,1044694.800997322,975837.8871481124,808803.2368523629,486.9418133539337,285.2553670774396
2020-10-27,1041093.3604210917,969109.7553353703,800438.5255722671,483.5844844896531,57.051073415487906
2020-10-28,1005509.8962661988,902863.4732013931,718364.1122707289,326.3978467312834,490.9245442276675
2020-10-29,1015729.3686705452,921215.9297680287,740267.3344534766,452.8171403173481,224.88466405750242
2020-10-30,1005140.5177455598,902008.8093461727,717115.7528680476,225.18108704804283,224.88466405750242
2020-11-02,1016406.56262505,922229.0104989073,741228.973197842,227.7050129946216,224.88466405750242
2020-11-03,1034352.2024194292,954794.6987557733,780490.3140253108,502.0673908986649,224.88466405750242
2020-11-04,1057469.141502755,997472.4845942752,832820.304725517,242.08311572308278,224.88466405750242
2020-11-05,1078092.7755717672,1036379.5443065743,881547.3470640593,242.08311572308278,224.88466405750242
2020-11-06,1077846.5232246746,1035906.0954512493,880943.271677766,242.08311572308278,0.0
2020-11-09,1091390.4023147721,1061939.8332852994,914152.2366827537,242.08311572308278,230.5363234238093
2020-11-10,1089789.7620586697,1058824.937564923,910130.1318507788,242.08311572308278,229.8601112838027
2020-11-11,1097885.3079693418,1074555.982564334,930412.943793787,242.08311572308278,233.27516095432807
2020-11-12,1087234.893957583,1053707.7828297184,903335.5715545191,0.0,228.7492291019043
2020-11-13,1102287.0686736235,1082883.8030898322,940854.1379447826,248.786133394643,235.08304598312696
2020-11-16,1116046.418567427,1109918.0985369785,976086.9052998216,254.99710248860586,456.6480218707534
2020-11-17,1110044.0176070428,1097979.216157592,960337.9233211585,252.25421504699307,237.06420154250534
2020-11-18,1096684.8277772646,1071551.2321404882,925665.4155244707,246.18254240929156,237.06420154250534
2020-11-19,1101302.0592852526,1080574.061646555,937357.0467410986,248.25548399239443,237.06420154250534
2020-11-20,1093760.581155539,1065774.9870698093,918100.5922340075,244.85548435137838,237.06420154250534
2020-11-23,1100317.0498968817,1078552.4093108738,934611.0551399693,247.79102135454974,237.06420154250534
2020-11-24,1118047.2188875552,1113311.3299041188,979791.1565018526,255.7766772769031,237.06420154250534
2020-11-25,1116323.4524579064,1109878.4003036213,975259.3324202405,254.98798205486096,0.0
2020-11-27,1119432.3883399514,1116060.3734151123,983407.5587954497,256.408253724609,239.04485706192793
2020-11-30,1114476.5598547112,1106178.5728750713,970346.6560292548,254.13796863924793,235.8700374188198
2020-12-01,1126666.0510357989,1130376.0382044932,1002185.9044235195,259.69719283309104,243.60946194662063
2020-12-02,1129036.229876566,1135132.0053615745,1008510.8304909976,260.78984808953317,245.146913061578
2020-12-03,1128728.4144427,1134513.050643419,1007685.9627215728,260.64764691278924,244.9464057578934
2020-12-04,1138455.3821528612,1154066.685812271,1033737.5674192754,265.13997866028393,251.278980757443
2020-12-07,1136115.9848554805,1149323.73228399,1027364.925392194,264.05031320790147,249.72993093690224
2020-12-08,1139440.391541232,1156049.8404465886,1036383.4909406262,265.5955966794913,105.37730958637613
2020-12-09,1129220.9191368856,1135312.9602548785,1008497.9800408544,260.83142140339703,250.1145848725733
2020-12-10,1128851.5406162466,1134570.2176885402,1007508.3132211332,260.6607807024653,397.3168664805331
2020-12-11,1127527.9342506235,1131909.5943765338,1003964.3279348048,260.0495182712376,199.196598044871
2020-12-14,1122479.7611352233,1121774.012969067,990479.467182855,257.7209285362399,199.196598044871
2020-12-15,1137655.06202481,1152105.5321043574,1030651.6585930297,264.68941522347546,199.196598044871
2020-12-16,1139440.391541232,1155721.5455712834,1035503.88372345,265.5201728783342,199.196598044871
2020-12-17,1145812.1710222552,1168647.193783362,1052875.5754270528,268.4897639195215,199.196598044871
2020-12-18,1136393.01874596,1149433.4584890513,1026910.0752593643,264.075522152953,199.196598044871
2020-12-21,1132329.8550189307,1141213.8790686843,1015894.9501225016,262.18712251460914,0.0
2020-12-22,1130421.3993289624,1137367.0209975564,1010758.3095330712,261.30332968060134,198.5251366694139
2020-12-23,1131437.1902607197,1139411.0854618258,1013483.096392993,261.77294137210873,198.88192402972817
2020-12-24,1135838.9509650015,1148276.6504002616,1025311.707225014,263.8097523532123,200.42939064214218
2020-12-28,1145596.700218549,1168005.8481334262,1051736.4073217888,268.34241855895584,203.8730826114408
2020-12-29,1143411.2106381014,1163549.3677498659,1045717.1189654045,267.3185686130877,203.09521288172516
2020-12-30,1145042.6324375905,1166869.6776885265,1050193.213885867,268.0813901355393,203.67476633473393
2020-12-31,1150860.344137655,1178726.8979946172,1066200.6214041682,270.80551619998283,205.74442040270696
2021-01-04,1135192.538553883,1146632.536644491,1022654.875472742,263.43202696569426,200.14241387735245
2021-01-05,1143011.0505740757,1162427.1441071497,1043785.1397182534,267.0607443847829,202.89933099141987
2021-01-06,1149844.5532058978,1176326.3079771192,1062505.9784076232,270.2539948764438,205.32540222078975
2021-01-07,1166928.3097854527,1211280.723767632,1109864.3629357638,278.28456466128796,211.42662552329483
2021-01-08,1173577.123156955,1225083.7644605262,1128835.402428836,281.4557314229254,213.835918644531
2021-01-11,1165666.2665066028,1208567.6585240862,1106007.6183635623,277.6612540072148,210.95306541620153
2021-01-12,1165912.5188536954,1209078.289450078,1106708.565915405,277.77856843495556,211.0421950221235
2021-01-13,1169052.2362791272,1215590.2088483362,1115649.4224027225,279.2746433078529,212.17883751716047
2021-01-14,1164958.291008711,1207076.3723715025,1103928.6261853734,277.31863985542157,210.69276440360915
2021-01-15,1156462.5850340135,1189470.6502991815,1079776.7236730477,273.27382959277315,207.6197208600169
2021-01-19,1165543.1403330562,1208150.1201867647,1105211.9752155186,277.5653270497796,210.880184935274
2021-01-20,1181672.669067627,1241588.4227341234,1151095.858089909,285.2475788059706,216.71677370622783
2021-01-21,1182750.0230861576,1243852.3834934917,1154244.2877207783,285.7677103675225,217.1119435246507
2021-01-22,1178563.7331855819,1235047.2656424032,1141988.1022796456,283.7447867463492,215.57502783032675
2021-01-25,1183211.7462369562,1244788.8106231804,1155499.4011287019,285.9828489485377,217.27539500554502
2021-01-26,1181364.8536337612,1240902.7923273148,1150088.493139338,285.09005928507554,216.59709829125316
2021-01-27,1152491.7659371442,1180246.3490013801,1065762.4549493357,271.1546010600357,206.0096375342144
2021-01-28,1162403.4229076246,1200547.0527421155,1093259.758212631,275.81856738258745,209.5530847330614
2021-01-29,1139132.576107366,1152478.1190306498,1027599.9024907274,199.3567561142611,201.16274858083864
2021-02-01,1158094.0068335028,1190845.266939039,1078914.6434803475,261.7791316594809,207.85965744271866
2021-02-02,1174469.787915166,1224523.0535063818,1124683.130070854,138.39747885423705,213.73804766994803
2021-02-03,1175393.2342167636,1226448.6565259174,1127336.0322253914,138.39747885423705,214.07415782222682
2021-02-04,1188752.4240465418,1254327.5994056996,1165774.9876779893,138.39747885423705,218.94037149224621
2021-02-05,1193431.2186413025,1264201.3814875588,1179540.0617187761,138.39747885423705,220.66382038873866
2021-02-08,1202050.0507895467,1282461.2348220882,1205095.5968311997,138.39747885423705,223.85104123467232
2021-02-09,1201249.7306614954,1280753.5196749538,1202688.5533098343,138.39747885423705,223.5529629743409
2021-02-10,1200726.4444239233,1279637.6806059224,1201116.8142651503,0.0,223.3581954985913
2021-02-11,1202665.6816572782,1283771.046780972,1206936.4173695417,138.84451747030639,224.07966629003974
2021-02-12,1208606.5195308893,1296453.9989464518,1224822.219771757,140.2162249705889,226.29345020107235
2021-02-16,1207559.9470557454,1294208.7139034516,1221640.377208169,139.97338921014676,225.90154019155543
2021-02-17,1207836.9809462246,1294802.5389569884,1222481.1697186101,140.03761355390873,226.00519116589766
2021-02-18,1202696.463200665,1283781.2578842898,1206872.6408053094,138.845621838345,224.08144861768267
2021-02-19,1200572.5367069903,1279247.018183531,1200478.736304728,138.35522728946876,223.29000615481306
2021-02-22,1191338.073691015,1259567.808612213,1172777.511714972,136.22684905257208,219.85503951909558
2021-02-23,1192784.8062301844,1262626.9868156998,1177050.0908212897,136.55771032459083,220.38901295047805
2021-02-24,1205928.5252562563,1290453.6564090056,1215961.0886623752,139.5672660566476,225.24610242298664
2021-02-25,1176870.7482993198,1228264.706175445,1128062.5307561585,132.84130443848005,214.39114565308086
2021-02-26,1170806.7842521626,1215607.1513345193,1110625.108746981,131.4723437514097,212.1817947942073
