date,close,prob
2026-04-09,679.91,0.11709
2026-04-10,679.46,0.125628
2026-04-13,686.1,0.109344
2026-04-14,694.46,0.087355
2026-04-15,699.94,0.082128
2026-04-16,701.66,0.086898
2026-04-17,710.14,0.071586
2026-04-20,708.72,0.096874
2026-04-21,704.08,0.14008
2026-04-22,711.21,0.113571
2026-04-23,708.45,0.145173
2026-04-24,713.94,0.126178
2026-04-27,715.17,0.12932
2026-04-28,711.69,0.167477
2026-04-29,711.58,0.196484
2026-04-30,718.66,0.145089
2026-05-01,720.65,0.149212
2026-05-04,718.01,0.20087
2026-05-05,723.77,0.16362
2026-05-06,733.83,0.121331
2026-05-07,731.58,0.147478
2026-05-08,737.62,0.127895
2026-05-11,739.3,0.143263
2026-05-12,738.18,0.185081
2026-05-13,742.31,0.170676
